order_item_id,order_id,product_id,quantity,unit_price,unit_price_after_discount,line_total,discount_percent,commission_amount,maintenance_amount,shipping_fee_item,estimated_delivery_start,estimated_delivery_end,item_status,is_campaign,product_campaign_id
8016,5025,P001691,1,6886.41,6886.41,6886.41,0,550.91,0,150,9/13/2025,9/15/2025 0:00,Completed,0,
8017,5026,P002061,1,4132.31,4132.31,4132.31,0,330.58,0,150,5/26/2025,5/28/2025 0:00,Completed,0,
8018,5027,P002882,2,799.68,799.68,1599.36,0,79.97,0,20,8/9/2022,8/11/2022 0:00,Completed,0,
8019,5028,P004548,1,75.33,75.33,75.33,0,2.26,0.38,70,9/3/2024,9/5/2024 0:00,Completed,0,
8020,5029,P001059,2,1832.39,1832.39,3664.78,0,293.18,0,50,9/5/2025,9/7/2025 0:00,Completed,0,
8021,5030,P001860,1,1317.77,1317.77,1317.77,0,105.42,0,50,3/5/2024,3/6/2024 0:00,Cancelled,0,
8022,5031,P004554,1,101.53,101.53,101.53,0,3.05,2.03,70,12/8/2025,12/9/2025 0:00,Cancelled,0,
8023,5032,P002379,1,104.08,104.08,104.08,0,3.12,0,70,9/24/2023,9/26/2023 0:00,Completed,0,
8024,5033,P000878,1,821,821,821,0,98.52,0,20,9/4/2022,9/5/2022 0:00,Completed,0,
8025,5034,P000544,1,2188.18,2188.18,2188.18,0,218.82,0,30,12/30/2025,1/1/2026 0:00,Completed,0,
8026,5034,P002560,1,9189.95,9189.95,9189.95,0,459.5,0,100,12/30/2025,1/1/2026 0:00,Completed,0,
8027,5035,P004628,1,13408.19,13408.19,13408.19,0,1072.65,67.04,200,5/18/2025,5/20/2025 0:00,Completed,0,
8028,5035,P002768,1,156.48,156.48,156.48,0,4.69,0,30,5/19/2025,5/21/2025 0:00,Refunded,0,
8029,5035,P004346,3,158.25,158.25,474.76,0,14.24,9.5,70,5/20/2025,5/22/2025 0:00,Completed,0,
8030,5036,P001303,1,25981.35,25981.35,25981.35,0,1299.07,0,50,11/16/2022,11/18/2022 0:00,Completed,0,
8031,5036,P000808,1,76.95,76.95,76.95,0,2.31,0,70,11/14/2022,11/16/2022 0:00,Completed,0,
8032,5037,P001685,1,14849.04,14076.89,14076.89,5.2,1126.15,0,200,10/11/2024,10/12/2024 0:00,Completed,1,
8033,5038,P003088,1,6641.46,6641.46,6641.46,0,531.32,0,200,6/2/2023,6/4/2023 0:00,Completed,0,
8034,5039,P004628,1,5595.4,5595.4,5595.4,0,447.63,27.98,200,6/13/2025,6/15/2025 0:00,Completed,0,
8035,5039,P001722,1,12553.39,12553.39,12553.39,0,1004.27,0,200,6/14/2025,6/16/2025 0:00,Completed,0,
8036,5040,P001169,2,7882.15,7882.15,15764.29,0,1261.14,0,200,10/11/2024,10/13/2024 0:00,Cancelled,0,
8037,5041,P004188,1,8261.76,8261.76,8261.76,0,660.94,41.31,150,4/7/2025,4/9/2025 0:00,Refunded,0,
8038,5041,P004148,1,710.83,710.83,710.83,0,85.3,3.55,20,4/6/2025,4/8/2025 0:00,Completed,0,
8039,5042,P003548,1,14533.54,14533.54,14533.54,0,1162.68,0,150,8/7/2022,8/9/2022 0:00,Completed,0,
8040,5043,P002806,1,1065.68,1065.68,1065.68,0,85.25,0,50,12/13/2025,12/15/2025 0:00,Completed,0,
8041,5043,P001299,1,14772.83,14772.83,14772.83,0,738.64,0,100,12/15/2025,12/17/2025 0:00,Completed,0,
8042,5044,P000799,1,5555.12,5555.12,5555.12,0,277.76,0,50,12/26/2025,12/28/2025 0:00,Completed,0,
8043,5045,P002707,1,29021.06,29021.06,29021.06,0,1451.05,0,50,1/16/2025,1/18/2025 0:00,Completed,0,
8044,5045,P002487,1,7505.51,7505.51,7505.51,0,600.44,0,200,1/14/2025,1/16/2025 0:00,Completed,0,
8045,5045,P002005,1,450.62,450.62,450.62,0,54.07,0,20,1/14/2025,1/16/2025 0:00,Completed,0,
8046,5046,P003184,1,6219.83,6219.83,6219.83,0,310.99,0,100,12/6/2025,12/7/2025 0:00,Completed,0,
8047,5047,P003082,1,13570.7,13570.7,13570.7,0,1085.66,0,200,8/29/2024,8/31/2024 0:00,Completed,0,
8048,5048,P001511,1,2823.26,2823.26,2823.26,0,282.33,0,30,10/19/2025,10/20/2025 0:00,Completed,0,
8049,5048,P003086,1,5205.29,5205.29,5205.29,0,416.42,0,150,10/19/2025,10/21/2025 0:00,Completed,0,
8050,5049,P001049,2,6242.77,6242.77,12485.54,0,998.84,0,200,10/14/2022,10/16/2022 0:00,Completed,0,
8051,5050,P003310,1,3039.85,3039.85,3039.85,0,303.99,0,30,12/21/2025,12/23/2025 0:00,Completed,0,
8052,5051,P001929,1,1782.04,1782.04,1782.04,0,178.2,0,30,3/30/2025,4/1/2025 0:00,Completed,0,
8053,5051,P000929,1,6730.08,6730.08,6730.08,0,538.41,0,100,3/30/2025,3/31/2025 0:00,Completed,0,
8054,5052,P002275,1,70.1,70.1,70.1,0,2.1,0,50,12/22/2025,12/24/2025 0:00,Completed,0,
8055,5053,P003846,1,5797.64,5797.64,5797.64,0,463.81,0,150,4/6/2024,4/8/2024 0:00,Completed,0,
8056,5053,P000943,2,11758.6,11758.6,23517.2,0,1881.38,0,150,4/5/2024,4/6/2024 0:00,Completed,0,
8057,5054,P000122,2,253.19,253.19,506.39,0,15.19,0,70,2/22/2024,2/24/2024 0:00,Completed,0,
8058,5054,P004174,3,69.02,69.02,207.07,0,6.21,1.04,70,2/24/2024,2/26/2024 0:00,Completed,0,
8059,5054,P002486,2,5256.81,5256.81,10513.63,0,841.09,0,150,2/24/2024,2/26/2024 0:00,Completed,0,
8060,5054,P002726,1,7989.12,7989.12,7989.12,0,639.13,0,150,2/22/2024,2/23/2024 0:00,Completed,0,
8061,5055,P002465,1,11556.92,11556.92,11556.92,0,924.55,0,200,11/29/2025,11/30/2025 0:00,Completed,0,
8062,5055,P004704,1,9562.08,9562.08,9562.08,0,764.97,47.81,200,11/29/2025,11/30/2025 0:00,Completed,0,
8063,5056,P000676,1,4690.64,4690.64,4690.64,0,469.06,0,30,5/4/2025,5/6/2025 0:00,Completed,0,
8064,5057,P001199,2,12702.2,12702.2,25404.41,0,2032.35,0,200,2/12/2025,2/14/2025 0:00,Completed,0,
8065,5058,P002479,2,4560.03,4560.03,9120.05,0,729.6,0,100,9/29/2025,10/1/2025 0:00,Refunded,0,
8066,5058,P002908,1,237.83,237.83,237.83,0,7.13,0,70,9/29/2025,9/30/2025 0:00,Completed,0,
8067,5059,P003550,1,5659.61,5659.61,5659.61,0,452.77,0,150,12/6/2024,12/8/2024 0:00,Completed,0,
8068,5060,P003785,1,1223.9,1223.9,1223.9,0,122.39,0,30,7/29/2024,7/31/2024 0:00,Completed,0,
8069,5061,P003538,1,8574.64,8574.64,8574.64,0,685.97,0,150,12/27/2025,12/29/2025 0:00,Completed,0,
8070,5061,P000795,1,209.26,209.26,209.26,0,6.28,0,30,12/25/2025,12/27/2025 0:00,Completed,0,
8071,5062,P000772,3,49.4,49.4,148.2,0,4.45,0,70,11/22/2025,11/24/2025 0:00,Completed,0,
8072,5063,P000327,2,53.94,53.94,107.88,0,3.24,0,30,7/31/2024,8/2/2024 0:00,Completed,0,
8073,5064,P002568,2,18903.81,18903.81,37807.63,0,1890.38,0,100,11/17/2024,11/19/2024 0:00,Completed,0,
8074,5065,P004651,2,128.25,128.25,256.5,0,7.69,1.28,70,7/4/2025,7/5/2025 0:00,Completed,0,
8075,5065,P004552,1,174.51,174.51,174.51,0,5.24,0.87,70,7/3/2025,7/4/2025 0:00,Completed,0,
8076,5065,P001940,1,1202.1,1202.1,1202.1,0,144.25,0,20,7/3/2025,7/4/2025 0:00,Completed,0,
8077,5065,P003521,1,430.15,430.15,430.15,0,43.02,0,20,7/2/2025,7/4/2025 0:00,Cancelled,0,
8078,5066,P001951,2,815.49,704.58,1409.16,13.6,169.1,0,20,11/11/2025,11/13/2025 0:00,Cancelled,1,PC012948
8079,5067,P002500,1,10550.04,10550.04,10550.04,0,844,0,150,7/18/2024,7/20/2024 0:00,Cancelled,0,
8080,5068,P003124,2,12972.25,12972.25,25944.51,0,2075.56,0,200,10/15/2024,10/17/2024 0:00,Completed,0,
8081,5068,P002661,1,8358.92,8358.92,8358.92,0,417.95,0,100,10/15/2024,10/17/2024 0:00,Completed,0,
8082,5069,P004012,1,6245.16,6245.16,6245.16,0,499.61,31.23,150,11/27/2023,11/28/2023 0:00,Completed,0,
8083,5070,P002795,1,5978.6,5978.6,5978.6,0,298.93,0,100,7/23/2023,7/25/2023 0:00,Completed,0,
8084,5070,P004497,1,11137.18,11137.18,11137.18,0,890.97,55.69,200,7/23/2023,7/25/2023 0:00,Completed,0,
8085,5070,P002533,1,8842.93,8842.93,8842.93,0,707.43,0,150,7/22/2023,7/23/2023 0:00,Completed,0,
8086,5070,P000485,1,823.96,823.96,823.96,0,65.92,0,70,7/24/2023,7/25/2023 0:00,Completed,0,
8087,5071,P002215,2,6587.22,6587.22,13174.44,0,658.72,0,100,3/16/2024,3/18/2024 0:00,Completed,0,
8088,5072,P001064,2,13881.57,13881.57,27763.15,0,2221.05,0,150,5/9/2025,5/11/2025 0:00,Completed,0,
8089,5073,P001327,1,372.04,372.04,372.04,0,29.76,0,50,9/4/2022,9/6/2022 0:00,Completed,0,
8090,5073,P001075,1,125.91,125.91,125.91,0,12.59,0,20,9/6/2022,9/8/2022 0:00,Completed,0,
8091,5073,P004225,1,18312.51,18312.51,18312.51,0,915.63,91.56,30,9/4/2022,9/6/2022 0:00,Completed,0,
8092,5073,P001341,1,13640.51,13640.51,13640.51,0,1091.24,0,200,9/5/2022,9/7/2022 0:00,Completed,0,
8093,5074,P003555,1,9589.84,9589.84,9589.84,0,767.19,0,200,2/12/2025,2/14/2025 0:00,Completed,0,
8094,5075,P000092,1,95.74,95.74,95.74,0,2.87,0,30,9/27/2023,9/29/2023 0:00,Completed,0,
8095,5076,P004074,3,1642.01,1642.01,4926.03,0,394.08,24.63,70,10/28/2025,10/30/2025 0:00,Completed,0,
8096,5076,P000684,1,2386.7,2386.7,2386.7,0,238.67,0,30,10/29/2025,10/31/2025 0:00,Completed,0,
8097,5077,P003110,1,757.37,757.37,757.37,0,60.59,0,50,11/5/2025,11/6/2025 0:00,Cancelled,0,
8098,5078,P002411,1,167.44,160.91,160.91,3.9,4.83,0,70,9/10/2025,9/12/2025 0:00,Completed,1,
8099,5078,P004097,2,15310.13,14253.73,28507.46,6.9,1425.37,142.54,100,9/9/2025,9/11/2025 0:00,Cancelled,1,
8100,5079,P000389,1,3395.92,3049.54,3049.54,10.2,152.48,0,20,10/10/2025,10/12/2025 0:00,Completed,1,
8101,5079,P000942,2,5097.25,4516.16,9032.32,11.4,722.59,0,150,10/11/2025,10/13/2025 0:00,Completed,1,
8102,5079,P001110,1,15156.12,14277.06,14277.06,5.8,713.85,0,100,10/11/2025,10/13/2025 0:00,Completed,1,
8103,5080,P001299,3,12408.27,12408.27,37224.8,0,1861.24,0,100,11/21/2023,11/23/2023 0:00,Completed,0,
8104,5081,P001827,1,771.47,771.47,771.47,0,92.58,0,20,7/1/2025,7/3/2025 0:00,Completed,0,
8105,5081,P003951,1,4430.61,4430.61,4430.61,0,354.45,22.15,200,7/2/2025,7/4/2025 0:00,Completed,0,
8106,5081,P002732,2,14765.81,14765.81,29531.63,0,2362.53,0,150,7/1/2025,7/3/2025 0:00,Completed,0,
8107,5081,P002261,3,5458.18,5458.18,16374.54,0,1309.96,0,150,7/1/2025,7/3/2025 0:00,Completed,0,
8108,5082,P003730,1,199.28,199.28,199.28,0,5.98,0,50,4/5/2025,4/6/2025 0:00,Completed,0,
8109,5083,P001040,1,13098.13,13098.13,13098.13,0,1047.85,0,200,10/13/2022,10/15/2022 0:00,Completed,0,
8110,5084,P001169,1,14681.56,14681.56,14681.56,0,1174.52,0,200,12/19/2024,12/21/2024 0:00,Completed,0,
8111,5085,P000497,2,3708.45,3708.45,7416.91,0,593.35,0,150,10/3/2025,10/5/2025 0:00,Cancelled,0,
8112,5086,P004342,1,3047.63,2617.92,2617.92,14.1,209.43,13.09,150,12/14/2024,12/16/2024 0:00,Completed,1,
8113,5087,P004558,1,107.75,107.75,107.75,0,3.23,0.54,70,12/6/2024,12/8/2024 0:00,Cancelled,0,
8114,5087,P001842,1,1401.69,1401.69,1401.69,0,168.2,0,20,12/7/2024,12/9/2024 0:00,Completed,0,
8115,5088,P002421,1,41.12,41.12,41.12,0,1.23,0,70,12/18/2025,12/20/2025 0:00,Completed,0,
8116,5089,P004540,1,196.54,196.54,196.54,0,5.9,0.98,70,4/30/2025,5/2/2025 0:00,Completed,0,
8117,5090,P001078,1,1058.92,912.79,912.79,13.8,91.28,0,30,9/10/2025,9/11/2025 0:00,Completed,1,
8118,5090,P003340,3,10907.72,9675.15,29025.44,11.3,2322.04,0,200,9/10/2025,9/12/2025 0:00,Cancelled,1,
8119,5091,P002117,1,5158.41,5158.41,5158.41,0,412.67,0,200,12/7/2023,12/9/2023 0:00,Completed,0,
8120,5091,P003555,1,6942.59,6942.59,6942.59,0,555.41,0,200,12/8/2023,12/10/2023 0:00,Completed,0,
8121,5092,P001867,1,3952.35,3952.35,3952.35,0,316.19,0,150,11/12/2024,11/14/2024 0:00,Refunded,0,
8122,5093,P004630,1,12542.09,12542.09,12542.09,0,1003.37,62.71,200,7/12/2025,7/14/2025 0:00,Completed,0,
8123,5094,P004065,1,5049.52,4468.83,4468.83,11.5,357.51,22.34,150,9/10/2025,9/12/2025 0:00,Completed,1,
8124,5095,P003013,1,4414.4,4414.4,4414.4,0,353.15,0,100,12/24/2025,12/25/2025 0:00,Completed,0,
8125,5095,P002744,1,12757.45,12757.45,12757.45,0,1020.6,0,150,12/25/2025,12/26/2025 0:00,Completed,0,
8126,5096,P001475,1,3167.09,3167.09,3167.09,0,253.37,0,150,7/7/2025,7/9/2025 0:00,Completed,0,
8127,5097,P002502,1,10600.07,9508.26,9508.26,10.3,760.66,0,200,10/12/2025,10/14/2025 0:00,Cancelled,1,
8128,5098,P004186,1,4370.06,4370.06,4370.06,0,349.6,21.85,150,12/20/2022,12/22/2022 0:00,Completed,0,
8129,5098,P001188,1,5473.15,5473.15,5473.15,0,437.85,0,150,12/20/2022,12/22/2022 0:00,Completed,0,
8130,5099,P001519,1,1611.63,1611.63,1611.63,0,128.93,0,70,9/23/2025,9/25/2025 0:00,Completed,0,
8131,5100,P000875,1,940.18,940.18,940.18,0,112.82,0,20,12/13/2025,12/15/2025 0:00,Completed,0,
8132,5101,P002052,1,3336.45,3336.45,3336.45,0,266.92,0,150,7/17/2025,7/19/2025 0:00,Completed,0,
8133,5102,P001335,2,2863.56,2863.56,5727.12,0,458.17,0,150,9/26/2025,9/28/2025 0:00,Completed,0,
8134,5103,P003687,2,3240.06,3240.06,6480.13,0,648.01,0,30,1/22/2025,1/24/2025 0:00,Completed,0,
8135,5103,P001484,1,4542.53,4542.53,4542.53,0,363.4,0,200,1/21/2025,1/22/2025 0:00,Completed,0,
8136,5104,P002866,1,343.14,343.14,343.14,0,41.18,0,20,3/26/2023,3/28/2023 0:00,Completed,0,
8137,5104,P001188,2,4515.77,4515.77,9031.54,0,722.52,0,150,3/25/2023,3/27/2023 0:00,Completed,0,
8138,5105,P002724,1,8880.71,8880.71,8880.71,0,710.46,0,150,9/7/2023,9/9/2023 0:00,Cancelled,0,
8139,5106,P004016,2,4000.97,4000.97,8001.93,0,640.15,40.01,50,10/22/2025,10/24/2025 0:00,Refunded,0,
8140,5107,P002252,1,6026.6,6026.6,6026.6,0,482.13,0,200,12/30/2023,1/1/2024 0:00,Completed,0,
8141,5108,P001191,1,5514.85,4974.39,4974.39,9.8,397.95,0,150,4/14/2025,4/15/2025 0:00,Completed,1,PC014494
8142,5108,P001341,1,6943.2,6366.91,6366.91,8.3,509.35,0,200,4/13/2025,4/14/2025 0:00,Completed,1,
8143,5109,P002995,1,1627.74,1627.74,1627.74,0,81.39,0,50,3/9/2025,3/11/2025 0:00,Completed,0,
8144,5109,P003090,1,5087.93,5087.93,5087.93,0,407.03,0,200,3/9/2025,3/11/2025 0:00,Completed,0,
8145,5109,P002113,1,2069.57,2069.57,2069.57,0,206.96,0,30,3/8/2025,3/10/2025 0:00,Completed,0,
8146,5110,P004548,1,58.5,58.5,58.5,0,1.76,0.29,70,12/11/2025,12/13/2025 0:00,Cancelled,0,
8147,5110,P001691,2,6265.15,6265.15,12530.3,0,1002.42,0,150,12/11/2025,12/13/2025 0:00,Completed,0,
8148,5111,P000766,1,147.26,147.26,147.26,0,4.42,0,70,9/20/2025,9/22/2025 0:00,Completed,0,
8149,5112,P000699,1,801.17,801.17,801.17,0,80.12,0,20,1/27/2025,1/29/2025 0:00,Cancelled,0,
8150,5112,P002692,1,20064.62,20064.62,20064.62,0,1003.23,0,50,1/28/2025,1/30/2025 0:00,Completed,0,
8151,5112,P002574,2,14586.82,14586.82,29173.65,0,1458.68,0,100,1/26/2025,1/28/2025 0:00,Completed,0,
8152,5112,P001265,3,16242.2,16242.2,48726.59,0,2436.33,0,100,1/28/2025,1/30/2025 0:00,Completed,0,
8153,5113,P000931,1,8548.65,8548.65,8548.65,0,683.89,0,150,10/8/2025,10/10/2025 0:00,Completed,0,
8154,5114,P002629,3,41277.06,41277.06,123831.17,0,6191.56,0,50,9/3/2025,9/5/2025 0:00,Completed,0,
8155,5114,P003874,2,261.56,261.56,523.12,0,62.77,0,20,9/1/2025,9/2/2025 0:00,Completed,0,
8156,5115,P004158,1,1639.62,1487.13,1487.13,9.3,178.46,7.44,20,11/12/2025,11/13/2025 0:00,Completed,1,PC014496
8157,5115,P002269,1,43.79,39.41,39.41,10,1.18,0,50,11/11/2025,11/13/2025 0:00,Completed,1,
8158,5116,P002044,1,70.84,70.84,70.84,0,2.13,0,50,4/11/2024,4/13/2024 0:00,Cancelled,0,
8159,5116,P004065,1,5958.4,5958.4,5958.4,0,476.67,29.79,150,4/11/2024,4/13/2024 0:00,Completed,0,
8160,5116,P000383,1,2502.6,2502.6,2502.6,0,125.13,0,20,4/13/2024,4/15/2024 0:00,Cancelled,0,
8161,5117,P004200,1,4310.82,4310.82,4310.82,0,431.08,21.55,30,7/17/2025,7/19/2025 0:00,Cancelled,0,
8162,5118,P000156,1,5316.55,5316.55,5316.55,0,265.83,0,100,1/25/2024,1/27/2024 0:00,Completed,0,
8163,5119,P001942,1,325.65,325.65,325.65,0,39.08,0,20,11/28/2025,11/30/2025 0:00,Completed,0,
8164,5119,P002770,1,4724.3,4724.3,4724.3,0,377.94,0,200,11/28/2025,11/29/2025 0:00,Completed,0,
8165,5119,P001332,2,3114.08,3114.08,6228.16,0,498.25,0,100,11/30/2025,12/2/2025 0:00,Completed,0,
8166,5120,P002138,1,1625.85,1625.85,1625.85,0,162.58,0,30,7/5/2025,7/7/2025 0:00,Completed,0,
8167,5121,P003046,1,164.23,164.23,164.23,0,4.93,0,70,6/4/2025,6/6/2025 0:00,Completed,0,
8168,5121,P000112,2,109.82,109.82,219.64,0,6.59,0,70,6/4/2025,6/6/2025 0:00,Completed,0,
8169,5122,P002828,1,12812.7,12812.7,12812.7,0,1025.02,0,200,4/23/2025,4/25/2025 0:00,Cancelled,0,
8170,5122,P001480,1,12791.57,12791.57,12791.57,0,1023.33,0,200,4/24/2025,4/26/2025 0:00,Completed,0,
8171,5123,P003993,1,5422.28,5422.28,5422.28,0,271.11,27.11,50,3/11/2025,3/13/2025 0:00,Completed,0,
8172,5124,P002861,3,1007.46,1007.46,3022.37,0,151.12,0,20,2/16/2025,2/18/2025 0:00,Completed,0,
8173,5125,P003539,1,6066.41,6066.41,6066.41,0,485.31,0,150,11/22/2025,11/24/2025 0:00,Cancelled,0,
8174,5126,P001691,1,8398,8398,8398,0,671.84,0,150,8/21/2025,8/23/2025 0:00,Completed,0,
8175,5127,P003858,1,5846.12,5846.12,5846.12,0,467.69,0,150,12/1/2025,12/3/2025 0:00,Completed,0,
8176,5127,P004191,1,6217.69,6217.69,6217.69,0,497.42,31.09,200,12/3/2025,12/5/2025 0:00,Completed,0,
8177,5128,P003946,1,7215.24,7215.24,7215.24,0,577.22,36.08,150,12/13/2025,12/15/2025 0:00,Completed,0,
8178,5129,P000504,1,8048.55,8048.55,8048.55,0,643.88,0,200,12/16/2025,12/17/2025 0:00,Completed,0,
8179,5130,P003072,1,158.47,158.47,158.47,0,4.75,0,70,3/18/2025,3/20/2025 0:00,Completed,0,
8180,5131,P003035,1,113.94,113.94,113.94,0,3.42,0,70,11/20/2024,11/22/2024 0:00,Completed,0,
8181,5132,P003746,1,107.04,100.51,100.51,6.1,3.02,0,70,4/14/2023,4/15/2023 0:00,Cancelled,1,
8182,5133,P002538,1,6333.17,6333.17,6333.17,0,506.65,0,150,4/6/2024,4/7/2024 0:00,Completed,0,
8183,5134,P001540,1,2562.36,2562.36,2562.36,0,204.99,0,150,9/26/2024,9/28/2024 0:00,Completed,0,
8184,5135,P003224,1,231.87,231.87,231.87,0,6.96,0,70,8/4/2024,8/6/2024 0:00,Refunded,0,
8185,5136,P002631,2,34917.63,34917.63,69835.26,0,3491.76,0,50,11/15/2025,11/17/2025 0:00,Completed,0,
8186,5137,P001711,1,14155.32,14155.32,14155.32,0,1132.43,0,200,4/7/2024,4/9/2024 0:00,Cancelled,0,
8187,5137,P002937,1,470.07,470.07,470.07,0,56.41,0,20,4/7/2024,4/9/2024 0:00,Completed,0,
8188,5137,P001401,1,1126.03,1126.03,1126.03,0,112.6,0,30,4/5/2024,4/7/2024 0:00,Completed,0,
8189,5138,P000772,1,119.48,112.31,112.31,6,3.37,0,70,12/12/2023,12/13/2023 0:00,Completed,1,PC014497
8190,5138,P004141,1,4595.79,4108.64,4108.64,10.6,328.69,20.54,50,12/14/2023,12/15/2023 0:00,Completed,1,
8191,5138,P001736,1,5080.71,4562.48,4562.48,10.2,365,0,200,12/12/2023,12/14/2023 0:00,Completed,1,
8192,5139,P002500,1,11063.22,11063.22,11063.22,0,885.06,0,150,11/20/2024,11/22/2024 0:00,Completed,0,
8193,5140,P003617,2,857.45,857.45,1714.9,0,171.49,0,30,12/31/2024,1/2/2025 0:00,Completed,0,
8194,5140,P002472,1,4906.14,4906.14,4906.14,0,392.49,0,150,12/29/2024,12/30/2024 0:00,Refunded,0,
8195,5141,P003211,1,142.07,142.07,142.07,0,4.26,0,50,11/21/2025,11/23/2025 0:00,Completed,0,
8196,5142,P004824,2,14473.09,14473.09,28946.18,0,2315.69,144.73,150,12/29/2025,12/31/2025 0:00,Refunded,0,
8197,5142,P001532,1,1505.94,1505.94,1505.94,0,120.48,0,70,12/29/2025,12/31/2025 0:00,Completed,0,
8198,5142,P002490,1,8072.96,8072.96,8072.96,0,645.84,0,200,12/31/2025,1/2/2026 0:00,Completed,0,
8199,5142,P004688,3,3661.29,3661.29,10983.86,0,1098.39,54.92,30,12/29/2025,12/31/2025 0:00,Completed,0,
8200,5143,P001332,1,7281.67,7281.67,7281.67,0,582.53,0,100,8/8/2024,8/10/2024 0:00,Cancelled,0,
8201,5143,P001709,1,5891.78,5891.78,5891.78,0,471.34,0,100,8/10/2024,8/12/2024 0:00,Completed,0,
8202,5144,P000514,1,2148.55,2148.55,2148.55,0,257.83,0,20,5/4/2023,5/6/2023 0:00,Completed,0,
8203,5145,P004273,2,2371.04,2371.04,4742.08,0,474.21,23.71,30,12/25/2022,12/27/2022 0:00,Completed,0,
8204,5146,P003858,1,6934.09,6934.09,6934.09,0,554.73,0,150,12/22/2023,12/24/2023 0:00,Cancelled,0,
8205,5147,P002280,3,21.6,21.6,64.79,0,1.94,0,50,12/3/2025,12/5/2025 0:00,Completed,0,
8206,5147,P003543,3,2720.64,2720.64,8161.91,0,652.95,0,150,12/3/2025,12/5/2025 0:00,Completed,0,
8207,5147,P004103,1,782.76,782.76,782.76,0,39.14,3.91,20,12/1/2025,12/3/2025 0:00,Completed,0,
8208,5147,P000240,1,1674.46,1674.46,1674.46,0,167.45,0,30,12/3/2025,12/5/2025 0:00,Completed,0,
8209,5148,P001295,3,13340.47,13340.47,40021.42,0,2001.07,0,30,9/7/2025,9/9/2025 0:00,Refunded,0,
8210,5149,P002744,1,11019.17,11019.17,11019.17,0,881.53,0,150,4/29/2024,5/1/2024 0:00,Completed,0,
8211,5149,P001335,1,5655.65,5655.65,5655.65,0,452.45,0,150,4/30/2024,5/2/2024 0:00,Completed,0,
8212,5150,P002702,1,14979.68,14979.68,14979.68,0,748.98,0,100,8/24/2024,8/26/2024 0:00,Completed,0,
8213,5150,P002485,1,9977.18,9977.18,9977.18,0,798.17,0,200,8/24/2024,8/26/2024 0:00,Refunded,0,
8214,5150,P001535,2,7063.41,7063.41,14126.82,0,1130.15,0,150,8/24/2024,8/25/2024 0:00,Completed,0,
8215,5151,P002507,1,7451.32,7451.32,7451.32,0,596.11,0,100,9/6/2025,9/8/2025 0:00,Completed,0,
8216,5152,P003275,1,399.62,399.62,399.62,0,11.99,0,50,5/25/2025,5/27/2025 0:00,Completed,0,
8217,5153,P000660,1,246,246,246,0,7.38,0,70,10/29/2024,10/30/2024 0:00,Completed,0,
8218,5153,P004104,1,34387.91,34387.91,34387.91,0,1719.4,171.94,50,10/29/2024,10/31/2024 0:00,Completed,0,
8219,5154,P002934,1,717.39,717.39,717.39,0,86.09,0,20,12/4/2025,12/6/2025 0:00,Completed,0,
8220,5154,P001849,1,6331.38,6331.38,6331.38,0,506.51,0,200,12/4/2025,12/6/2025 0:00,Completed,0,
8221,5155,P000584,1,353.71,353.71,353.71,0,42.45,0,20,10/29/2025,10/31/2025 0:00,Completed,0,
8222,5155,P004850,2,3790.41,3790.41,7580.82,0,606.47,37.9,150,10/29/2025,10/31/2025 0:00,Completed,0,
8223,5155,P003962,2,5951.52,5951.52,11903.05,0,952.24,59.52,150,10/28/2025,10/30/2025 0:00,Completed,0,
8224,5155,P001334,1,9389.51,9389.51,9389.51,0,751.16,0,200,10/29/2025,10/31/2025 0:00,Cancelled,0,
8225,5156,P004875,1,591.78,591.78,591.78,0,59.18,2.96,20,6/3/2024,6/5/2024 0:00,Completed,0,
8226,5156,P002788,1,10064.3,10064.3,10064.3,0,503.21,0,100,6/5/2024,6/7/2024 0:00,Completed,0,
8227,5156,P002737,3,7113.01,7113.01,21339.04,0,1707.12,0,150,6/3/2024,6/5/2024 0:00,Completed,0,
8228,5157,P003849,1,2352.4,2352.4,2352.4,0,188.19,0,100,12/30/2025,1/1/2026 0:00,Completed,0,
8229,5158,P002560,1,19019.7,19019.7,19019.7,0,950.99,0,100,10/22/2025,10/24/2025 0:00,Completed,0,
8230,5159,P004855,2,6965.18,6965.18,13930.35,0,1114.43,69.65,150,11/29/2023,12/1/2023 0:00,Refunded,0,
8231,5160,P001530,1,7577.9,7577.9,7577.9,0,606.23,0,200,7/9/2025,7/11/2025 0:00,Completed,0,
8232,5161,P001180,1,5703.81,5703.81,5703.81,0,456.3,0,150,12/30/2024,1/1/2025 0:00,Completed,0,
8233,5161,P003748,1,863.14,863.14,863.14,0,103.58,0,20,12/31/2024,1/2/2025 0:00,Completed,0,
8234,5162,P004625,2,9463.32,9463.32,18926.64,0,1514.13,94.63,200,8/13/2025,8/15/2025 0:00,Completed,0,
8235,5163,P002665,3,41120.45,41120.45,123361.35,0,6168.07,0,50,6/10/2024,6/12/2024 0:00,Completed,0,
8236,5164,P004182,1,12685.49,12685.49,12685.49,0,1014.84,63.43,150,5/1/2025,5/3/2025 0:00,Cancelled,0,
8237,5165,P002518,1,2193.08,2193.08,2193.08,0,175.45,0,150,9/1/2022,9/2/2022 0:00,Completed,0,
8238,5166,P003106,1,8591.99,7792.94,7792.94,9.3,623.44,0,200,12/14/2025,12/16/2025 0:00,Cancelled,1,
